label,latitude,longitude,year,example_path
0,-2.0518526232087577,111.82609333726457,2001,train_test_data/train/1297.png
2,-1.9893492695440689,105.3094958446698,2013,train_test_data/train/1199.png
0,1.2232562863227183,100.70221730120872,2014,train_test_data/train/1348.png
0,-2.342948479956461,103.89022592341566,2008,train_test_data/train/2214.png
0,-0.1265553343291918,101.75817493504246,2011,train_test_data/train/2220.png
2,-1.8412608980999696,101.1914438318708,2016,train_test_data/train/731.png
1,-0.8372156550239703,102.90613856648908,2016,train_test_data/train/1355.png
2,-0.2132953910193998,109.5629566309416,2001,train_test_data/train/322.png
0,1.3490922986969638,102.27823847073122,2014,train_test_data/train/2194.png
0,1.2468419907321269,109.64140330746112,2003,train_test_data/train/1418.png
2,3.900107581434965,98.14206688209562,2006,train_test_data/train/1808.png
1,-2.6431052538018363,121.70217802325708,2016,train_test_data/train/1286.png
0,0.8770956263409346,98.98610889987825,2009,train_test_data/train/639.png
0,-1.2410245267255993,103.3088750378228,2006,train_test_data/train/2262.png
0,0.4998300405883017,100.57802234639271,2005,train_test_data/train/2280.png
2,2.0384322761384253,100.45026238567024,2010,train_test_data/train/956.png
2,1.446543071130837,100.79977801432716,2007,train_test_data/train/1384.png
0,-1.0930685031525469,101.49702183711835,2012,train_test_data/train/1054.png
2,-3.2318785258524807,120.15688272271746,2016,train_test_data/train/881.png
2,-4.737488890560999,122.86916457830236,2016,train_test_data/train/1109.png
2,0.6017638030560312,111.760817472392,2015,train_test_data/train/1311.png
0,1.159090559484079,100.77914344639068,2005,train_test_data/train/1957.png
1,2.960455341336216,97.47972688138076,2012,train_test_data/train/377.png
0,2.313797058489172,97.8925915076682,2008,train_test_data/train/468.png
2,-1.117901069624485,120.53856116642235,2004,train_test_data/train/1945.png
0,-2.3422114348608725,110.5009624065298,2011,train_test_data/train/227.png
2,0.178321875307466,99.95123873376822,2006,train_test_data/train/348.png
0,-1.4797784354633503,113.20725113742722,2014,train_test_data/train/94.png
0,0.477506336959589,99.15423598773172,2008,train_test_data/train/422.png
0,-1.358269153622804,116.43688949318378,2009,train_test_data/train/786.png
2,0.5135328328566979,123.94237883842072,2015,train_test_data/train/752.png
0,-7.940738604125353,140.27672249400354,2011,train_test_data/train/13.png
0,1.5774267083287403,101.5576173537718,2006,train_test_data/train/2074.png
2,-1.2622228540591258,103.55727658941927,2016,train_test_data/train/1671.png
0,1.0723852356342078,109.38421958480394,2011,train_test_data/train/689.png
2,-1.6649320842430029,101.77347449348832,2010,train_test_data/train/1356.png
0,-0.5077019819711465,102.7133481648616,2016,train_test_data/train/218.png
0,-1.4057324355056164,116.35463062920655,2010,train_test_data/train/2056.png
0,-0.1798016132634596,102.82756254085926,2011,train_test_data/train/1520.png
2,0.5261492924467183,122.89465126467,2013,train_test_data/train/1563.png
2,-0.1979333788080346,101.67838863355956,2013,train_test_data/train/1173.png
2,0.3623063473805099,109.03570676334002,2014,train_test_data/train/708.png
1,-1.0234833765371214,115.27186217398123,2014,train_test_data/train/1903.png
0,1.9855300294494829,101.4730387239838,2014,train_test_data/train/290.png
2,1.4276554303838869,101.38171360506864,2007,train_test_data/train/532.png
0,0.88616036975257,101.82246540320052,2005,train_test_data/train/715.png
1,-1.925666625490685,114.01710530413776,2016,train_test_data/train/573.png
2,-1.219154434022972,127.51796562168371,2006,train_test_data/train/1068.png
0,0.5616809904211989,102.93561295232534,2014,train_test_data/train/1010.png
0,-2.11193896824608,111.3514671484308,2006,train_test_data/train/2081.png
0,0.9153239351111896,110.19396527988329,2008,train_test_data/train/1245.png
2,-4.89266085967654,104.11377574052212,2009,train_test_data/train/237.png
0,-1.3754191073185429,110.63473583003108,2010,train_test_data/train/1254.png
0,-0.5123881952831708,110.25879576464656,2002,train_test_data/train/478.png
2,1.6338084962042256,101.11083006706828,2009,train_test_data/train/2286.png
2,-0.7181714821092047,102.70772566274022,2011,train_test_data/train/266.png
2,-2.7410409670166613,107.78397639909126,2009,train_test_data/train/1557.png
0,-2.104454068987021,111.99708096409256,2009,train_test_data/train/1487.png
0,2.2884665621512537,97.82860470704004,2003,train_test_data/train/284.png
2,1.863153649081798,101.6865109994196,2011,train_test_data/train/48.png
0,-1.8974967199187427,111.53907861329232,2009,train_test_data/train/1895.png
2,-3.133593842298786,121.16905761962644,2009,train_test_data/train/73.png
2,1.078592970279979,101.9370006019258,2015,train_test_data/train/942.png
0,-4.36295538715761,136.6458819709148,2016,train_test_data/train/389.png
0,-0.1187130803051276,101.57309903707208,2012,train_test_data/train/258.png
1,-0.9199641024698234,109.9037738956944,2015,train_test_data/train/369.png
1,-2.165242287281381,132.45090310584968,2015,train_test_data/train/1758.png
0,-2.1932820416895704,111.624098965908,2014,train_test_data/train/738.png
2,-4.121956012189471,121.84180038819804,2004,train_test_data/train/709.png
0,0.0852327932166979,101.47874192824573,2004,train_test_data/train/2023.png
0,1.1641663114192171,100.86508926721598,2011,train_test_data/train/2282.png
1,-2.066892040289288,114.81593459964688,2016,train_test_data/train/1632.png
0,0.9066155358912268,118.2918178033461,2009,train_test_data/train/1578.png
0,-2.085346837917947,102.6517413913322,2016,train_test_data/train/1755.png
0,-1.5227673461299969,113.95393336664216,2016,train_test_data/train/1622.png
0,2.5543020227207265,100.2380708582538,2010,train_test_data/train/374.png
1,-0.8027059777249008,100.94698652792972,2013,train_test_data/train/1344.png
2,0.5836460293057096,101.3571521412998,2003,train_test_data/train/397.png
2,1.6666319649307144,100.94085563926215,2010,train_test_data/train/1738.png
1,-2.2049955629690934,101.00441458971711,2014,train_test_data/train/1085.png
0,0.9160824945768352,99.06489387510769,2013,train_test_data/train/1029.png
0,4.818778061609031,97.57729552925224,2014,train_test_data/train/1623.png
2,-4.544508938105066,103.76959440591428,2012,train_test_data/train/2169.png
2,-0.2774138479522847,100.03807438070764,2008,train_test_data/train/582.png
0,-1.1201555187099357,103.62108979316778,2014,train_test_data/train/1917.png
0,-1.32666663821244,101.53819148991528,2012,train_test_data/train/1204.png
0,-1.8763705093995773,103.17425024274358,2007,train_test_data/train/1753.png
2,3.880213941094018,96.64500872394774,2009,train_test_data/train/2237.png
2,2.2870069008777785,117.90576128367802,2016,train_test_data/train/1219.png
2,-2.8114461189616136,129.39070146079334,2014,train_test_data/train/840.png
2,1.0062583555979814,101.94766564254272,2014,train_test_data/train/1432.png
0,-0.2183159918413058,109.15939773740708,2012,train_test_data/train/480.png
2,1.560003531826938,101.28124377640611,2012,train_test_data/train/1534.png
1,-3.068283994649564,130.1057966926063,2013,train_test_data/train/1923.png
2,0.6558008740728231,99.80260348685783,2006,train_test_data/train/905.png
2,0.5689196487305107,121.5224950844339,2015,train_test_data/train/1887.png
2,-1.016897748330572,101.90829942859816,2016,train_test_data/train/83.png
0,-2.051049278087011,115.01417907834524,2016,train_test_data/train/871.png
2,-2.747439522495428,140.58682488661128,2003,train_test_data/train/2045.png
2,3.7700254184025823,96.59935715992134,2015,train_test_data/train/733.png
0,0.8754481219044722,102.18864117088974,2007,train_test_data/train/2209.png
0,0.4799501441661961,100.43050853454837,2009,train_test_data/train/1107.png
0,0.5110090754190456,99.1627638540738,2002,train_test_data/train/95.png
2,-2.550952318269073,101.36554272382484,2011,train_test_data/train/1905.png
0,4.0368652488551415,116.86220025169273,2015,train_test_data/train/2231.png
0,2.5142111276702725,100.29290582342094,2006,train_test_data/train/1339.png
0,-6.780937314510831,140.8071463358735,2016,train_test_data/train/548.png
2,0.1275622735943217,103.33055307987316,2007,train_test_data/train/768.png
1,-1.4754314678302158,121.60094250824528,2013,train_test_data/train/633.png
0,3.9810567866402886,96.69770539329436,2011,train_test_data/train/1142.png
0,-1.4301940377621842,103.7431743141683,2007,train_test_data/train/231.png
2,0.5588345788573946,121.93890207500556,2004,train_test_data/train/751.png
0,-2.8873775725362703,129.00894870581615,2010,train_test_data/train/812.png
0,0.5796513989482623,102.0409373076812,2007,train_test_data/train/2059.png
1,0.6305560092046333,127.88229675846404,2016,train_test_data/train/2158.png
0,1.5236715872155453,109.41566521976604,2009,train_test_data/train/168.png
0,0.7261739926740203,102.0131451684093,2010,train_test_data/train/340.png
0,-0.3896354071093958,116.01117583104885,2013,train_test_data/train/1422.png
0,3.777384761965982,117.5340736545938,2012,train_test_data/train/2154.png
0,-0.9505518898962996,103.08047286569412,2001,train_test_data/train/1185.png
2,-2.945313412313345,121.43367665149988,2015,train_test_data/train/1280.png
2,0.0892864553864325,112.06668446918378,2012,train_test_data/train/2240.png
0,-0.1686031758214803,101.51969819136244,2001,train_test_data/train/1003.png
0,1.288862428708308,100.75408880995612,2012,train_test_data/train/1393.png
2,2.082609151810201,100.76031108127285,2012,train_test_data/train/1103.png
0,0.8918908998984899,100.6881424632886,2004,train_test_data/train/319.png
2,0.5031332884254455,100.64220254692688,2013,train_test_data/train/1506.png
1,-7.69806404211952,140.05357740050007,2012,train_test_data/train/1748.png
0,-1.1238726351999508,110.31839770044029,2008,train_test_data/train/1319.png
0,1.9667748944355967,117.21707616059447,2013,train_test_data/train/321.png
2,-0.7853257770569628,102.6009005126543,2008,train_test_data/train/1760.png
0,0.7659054607709437,110.64778454016408,2010,train_test_data/train/954.png
0,1.2481553036030917,100.0253568454496,2006,train_test_data/train/310.png
2,2.196312470704916,99.51478326982593,2003,train_test_data/train/2270.png
0,-2.0778287511925986,115.01757315130372,2016,train_test_data/train/1346.png
0,-0.1491501836962941,102.8699872551704,2015,train_test_data/train/1488.png
0,-0.5933906244229882,101.98430491363584,2010,train_test_data/train/680.png
0,0.441839801049584,102.3212655283796,2006,train_test_data/train/1320.png
0,-1.0003281772044574,131.53176810975523,2014,train_test_data/train/749.png
0,-0.8144314703984393,128.28642943148378,2009,train_test_data/train/1061.png
0,0.5642586049410597,102.1555640054427,2007,train_test_data/train/2058.png
2,-0.8722092692135042,102.97133125210952,2010,train_test_data/train/485.png
0,1.4256892865132065,109.61591082553863,2006,train_test_data/train/1570.png
0,-1.5382509055792477,112.79511125711272,2009,train_test_data/train/248.png
0,-1.2472431352712927,101.56635178249608,2001,train_test_data/train/1310.png
1,-2.7342480801600386,113.00569639065844,2016,train_test_data/train/1849.png
1,-1.2057097654599362,104.34431160842873,2015,train_test_data/train/545.png
1,-2.84850280631142,106.28374854322956,2016,train_test_data/train/1581.png
1,1.9255677346586475,100.63010363665566,2012,train_test_data/train/2332.png
0,-0.3247088975070305,115.59779137531622,2007,train_test_data/train/762.png
2,-1.8235120745166045,115.66265382208093,2005,train_test_data/train/2196.png
2,0.0372916376885715,111.4569524353762,2007,train_test_data/train/18.png
2,-0.4201568758610633,102.86994869019289,2011,train_test_data/train/1457.png
1,-1.1022577587549884,120.0473797228838,2014,train_test_data/train/461.png
0,1.4499264071953166,109.76658993282275,2008,train_test_data/train/1379.png
2,-1.35695687006635,120.56646335740594,2005,train_test_data/train/672.png
0,-1.0340765793579745,131.52709230376033,2007,train_test_data/train/431.png
2,-0.1589445612083548,101.19219296973137,2008,train_test_data/train/1991.png
0,1.3206143374241668,99.59939471003204,2013,train_test_data/train/479.png
2,-2.2937931422890605,119.37727327019223,2010,train_test_data/train/2018.png
2,1.0396055789787129,100.90742348849074,2012,train_test_data/train/2340.png
2,-8.204916404126621,113.98179159445716,2008,train_test_data/train/304.png
2,2.1991623764026023,101.03758651758784,2010,train_test_data/train/624.png
0,1.4227940002208035,100.08909655621224,2001,train_test_data/train/691.png
2,-2.5338046683051108,121.33183143453456,2013,train_test_data/train/2258.png
2,1.8994028326497048,101.6666504494208,2009,train_test_data/train/1302.png
2,1.0807276510804735,110.00216505427927,2015,train_test_data/train/254.png
0,2.7581378662119875,99.01113157684328,2012,train_test_data/train/1474.png
2,1.0159401226864335,121.28758019330157,2003,train_test_data/train/2323.png
1,-2.02137529209571,104.104815045563,2016,train_test_data/train/1409.png
2,-2.375918704262056,101.78675737065682,2013,train_test_data/train/72.png
1,-2.6400149275029814,140.82776419731223,2012,train_test_data/train/932.png
0,-1.5161935976035252,112.84615745851566,2011,train_test_data/train/811.png
2,1.0374825552064555,122.0903446750336,2015,train_test_data/train/997.png
0,1.5269009804251543,101.78420370987084,2002,train_test_data/train/1959.png
1,-1.5894253958218052,114.77255371885558,2016,train_test_data/train/1764.png
0,-0.3079202650848545,102.35288303960264,2004,train_test_data/train/193.png
2,-2.043385659595617,119.4107917192788,2006,train_test_data/train/1867.png
2,-0.2176354157547428,102.27044153154372,2005,train_test_data/train/1073.png
2,-3.8652341522669618,102.60902588394984,2006,train_test_data/train/1444.png
0,2.7165794247355968,99.06683086743902,2014,train_test_data/train/1524.png
0,-0.8672874595512975,110.17028386138688,2013,train_test_data/train/1169.png
0,1.2673855496545907,118.13648785567229,2015,train_test_data/train/21.png
2,1.7713860423066294,100.84869056774708,2009,train_test_data/train/2104.png
0,-1.4321512547712143,102.91545957147386,2007,train_test_data/train/492.png
2,-0.88839100641783,119.61996481062944,2010,train_test_data/train/354.png
1,0.9387620647089842,101.97504234960024,2014,train_test_data/train/1556.png
0,-3.040408377359636,107.98729464042351,2015,train_test_data/train/1126.png
0,-0.9974529751335448,101.96691450088696,2007,train_test_data/train/1228.png
0,-0.8447412989918388,110.17487448869932,2013,train_test_data/train/982.png
0,1.858161630574795,101.109501056592,2011,train_test_data/train/1183.png
2,-0.9229292004854563,102.34604429580013,2015,train_test_data/train/850.png
2,1.7754867429334913,98.66168748720897,2012,train_test_data/train/653.png
0,-2.275708868039214,110.52272030379076,2011,train_test_data/train/1776.png
0,1.4409280956326342,101.75359728691892,2011,train_test_data/train/2061.png
0,2.9102389220412324,117.27986863194609,2011,train_test_data/train/282.png
2,-1.8883927312802904,111.80630895519836,2010,train_test_data/train/1705.png
2,-1.377152844449414,119.55889327380774,2007,train_test_data/train/2095.png
0,-0.226524300389474,102.9765466715834,2011,train_test_data/train/1561.png
0,-0.7993841373209581,103.02639924847917,2005,train_test_data/train/2246.png
0,0.126996354529616,101.1019239395176,2005,train_test_data/train/1726.png
2,0.0777146248847135,102.24353844287774,2005,train_test_data/train/941.png
2,0.0223250640082537,99.9080450320122,2004,train_test_data/train/970.png
2,2.6103173191190083,100.25617116595082,2013,train_test_data/train/797.png
0,-2.7709134674248244,101.49006121905956,2014,train_test_data/train/2117.png
0,-1.9703357278218896,101.98121525497216,2002,train_test_data/train/192.png
0,2.1891176061235647,117.26086696031444,2008,train_test_data/train/490.png
0,0.1116407544748854,102.8418048929212,2008,train_test_data/train/1189.png
0,-2.078172531592672,111.99166128480336,2011,train_test_data/train/1799.png
0,0.2854987493985183,102.38010686557158,2014,train_test_data/train/1992.png
2,0.5744787072537153,123.86439384281807,2014,train_test_data/train/1851.png
0,1.5602167851875255,101.85760192136526,2011,train_test_data/train/821.png
2,1.7118773380048615,101.08805342588774,2012,train_test_data/train/1770.png
0,-1.0260806131889249,102.96175376228514,2004,train_test_data/train/1577.png
2,-4.377436662899859,121.91838788003987,2006,train_test_data/train/1602.png
2,-1.4968534180737507,112.26920106315131,2009,train_test_data/train/1922.png
0,3.911399451843444,116.7532952440107,2009,train_test_data/train/1203.png
2,-3.2781554276192004,102.4699261442297,2008,train_test_data/train/363.png
0,-1.8393822552914143,101.93443368872028,2011,train_test_data/train/1954.png
0,-1.4480168261799211,103.23168312326813,2009,train_test_data/train/96.png
1,-1.1293867883188635,109.69000016689589,2015,train_test_data/train/567.png
0,-3.1635131132255494,118.86697383994456,2007,train_test_data/train/335.png
0,5.014370214816088,96.752121743458,2014,train_test_data/train/357.png
0,2.198679937441597,117.139356870173,2005,train_test_data/train/171.png
0,2.7218992490396734,117.68778173249056,2014,train_test_data/train/1999.png
0,2.3934754183002296,98.04437555414646,2006,train_test_data/train/555.png
2,-2.316598869721927,115.9834353461697,2015,train_test_data/train/792.png
2,-1.1590804024849108,112.32291206056732,2012,train_test_data/train/108.png
